,text,emotion,clean_text
9988,i feel you re in for an unpleasant surprise,sadness,unpleasant surprise
9989,i were alone i would feel more relaxed about taking photos but a camera to me now feels like a device that shouldnt be present at dining tables much like the phone,joy,alone would relaxed taking photos camera feels like device present dining tables much like phone
9990,i feel helpless because i cannot stop it,fear,helpless cannot stop
9991,i coaxed myself up onto a high horse reminding myself how gratuitously and nastily homophobic stand up comedy tends to be and how even if sam kinison s semi famous friend or his opening acts did not happen to fit that bill i still didn t feel like supporting the industry,joy,coaxed onto horse reminding gratuitously nastily homophobic stand comedy tends even sam kinison semi famous friend opening acts happen fit bill still like supporting industry
9992,i feel but seem to be far more talented in describing exactly what i am thinking,joy,seem far talented describing exactly thinking
9993,i feel so comfortable and happy with without having to be blood related to them,joy,comfortable happy without blood related
9994,i feel so rejected and unwanted,sadness,rejected unwanted
9995,i have a desk job and sit on my ass all day long so sometimes i feel paranoid that i m not being active enough and think things like dear god what if i get so fat that i can never lose the baby weight,fear,desk job sit ass day long sometimes paranoid active enough think things like dear god get fat never lose baby weight
9996,i feel like such a confused person lately sigh,fear,like confused person lately sigh
9997,i feel ive been beaten down by the words of men who have no grounds i cant sleep beneath the trees of wisdom when you ax has cut the roots that feed them forked tounges in bitter mouths can drive a man to bleed from the indide out what if you did,sadness,beaten words men grounds sleep beneath trees wisdom ax cut roots feed forked tounges bitter mouths drive man bleed indide
9998,i fully understand the feeling of being beaten down wounded and bereft,sadness,fully understand beaten wounded bereft
9999,im feeling cranky im very defensive about it,anger,cranky defensive
10000,i often feel dissatisfied with such discussions partly because of the persistent everyone is beautiful nonsense but partly because they rarely go past the effects of advertising on body image,anger,often dissatisfied discussions partly persistent everyone beautiful nonsense partly rarely go past effects advertising image
10001,i have nothnig to say im just feeling giggly as someoen on lauging gas,joy,nothnig say giggly someoen lauging gas
10002,i feel intelligent on the outside in comparison to most people i know though i feel so empty on the inside,joy,intelligent outside comparison people know though empty inside
10003,i prefer to feel valued than just save money i prefer to work with people i know personally,joy,prefer valued save money prefer work people know personally
10004,i just think it is so quirky and the other day i was not feeling along with a few of the kiddos so daniel being his sweetheart considerate self went and got me this movie,joy,think quirky day along kiddos daniel sweetheart considerate self went got movie
10005,i designed the retirement detox course for all those people who are maybe feeling a little disillusioned with retirement and are wondering is this all there is then,sadness,designed retirement detox course people maybe little disillusioned retirement wondering
10006,i feel much more relaxed i am enjoying life again i am very comfortable being myself and i never stop dreaming and tackling new projects,joy,much relaxed enjoying life comfortable never stop dreaming tackling new projects
10007,i feel accepted and loved and a place where i belong,joy,accepted loved place belong
10008,i feel about this totally and completely pissed angry sad disappointed and absolutely furious at tough mudder the biggest rip off on planet earth,anger,totally completely pissed angry sad disappointed absolutely furious tough mudder biggest rip planet earth
10009,im starting to feel a bit more resolved,joy,starting bit resolved
10010,i am feeling like i need to add this photo to my if he wasn t rich she wouldn t be with him a title there is no way this man would have this chick if he wasn t rich biggie kevin hart wiz khalifa bu thaim and jay z href http www,joy,like need add photo rich way man would chick rich biggie kevin hart wiz khalifa bu thaim jay z
10011,ive planned and there are still days when i feel stressed to the point of tears and helpless but the good far outweighs the bad and i can honestly say that im happy in this moment,anger,planned still days stressed point tears helpless good far outweighs bad honestly say happy moment
10012,i generally feel just hopeful enough to get by,joy,generally hopeful enough get
10013,i finally found this afternoon and i wear it feeling like a vicious lurker,anger,finally found afternoon wear like vicious lurker
10014,i am still spinning from all the activities but also feeling invigorated and excited by all the demos talks panel discussions exhibitions conversations the art fair the communal meals the art exchange the books the vendor room,joy,still spinning activities also invigorated excited demos talks panel discussions exhibitions conversations art fair communal meals art exchange books vendor room
10015,i do feel lonely at times and at times i still feel that i am alone,sadness,lonely times times still alone
10016,i feel intimidated like i just want to turn around and head back into the safety of my yoga class or hop on the tried and trusty treadmill,fear,intimidated like want turn around back safety yoga hop tried trusty treadmill
10017,im feeling sentimental so ive decided to make a list of some of the things ill miss most,sadness,sentimental decided make things miss
10018,i feel that this a very clever and humorous idea that is memorable,joy,clever humorous idea memorable
10019,i was just feeling so annoyed about everything,anger,annoyed everything
10020,i personally feel you can call a guy slutty and matt,love,personally call guy slutty matt
10021,i get involved into a tale of good versus evil i want to feel afraid of the dark to a certain extent,fear,get involved tale good versus evil want afraid dark certain extent
10022,i have to squint with a magnifying glass to read it i chose the little oxford dictionary of english grammar at least this makes me feel intelligent even if wrecking my eyesight to read it makes me an idiot,joy,squint magnifying glass read chose little oxford dictionary english grammar least makes intelligent even wrecking eyesight read makes idiot
10023,i feel like theres a dangerous chance that im pulling a don quixote on this blinding rushing at the windmill that is my eventual marriage or future child,anger,like theres dangerous chance pulling quixote blinding rushing windmill eventual marriage future child
10024,when my little sister was sick at home and i thought that she would die,fear,little sister sick home thought would die
10025,i asked whether if he feel shy around me he said no and he say because im a very active person,fear,asked whether shy around said say active person
10026,i have a feeling it will be fine,joy,fine
10027,i feel embarrassment and shame of being victimized,sadness,embarrassment shame victimized
10028,i feel sorry for him because his dad is an idiot and a sucker for consumer products,sadness,sorry dad idiot sucker consumer products
10029,i feel offended when friends especially married friends somehow judge me for not being married yet,anger,offended friends especially married friends somehow judge married yet
10030,ive arranged outings and programs in the community that i feel will be popular with the residents and they are not,joy,arranged outings programs community popular residents
10031,i feel rushed i make poor food choices and start to slide back towards bad habits,anger,rushed make poor food choices slide back towards bad habits
10032,i looked at uncle lin the chubby face feeling very charming never find ah because there is no scrutiny,joy,looked uncle lin chubby face charming never find ah scrutiny
10033,i had this feeling that i would be welcomed by the art scene here,joy,would welcomed art scene
10034,i feel lively happy and ready to live,joy,lively happy ready live
10035,im under a lot of stress and feeling overwhelmed,fear,lot stress overwhelmed
10036,i just want u to know how u make me feel unimportant ignored jealous and more middle school level adjectives,sadness,want know make unimportant ignored jealous middle school level adjectives
10037,i will rest in the knowledge that even when im feeling isolated i am never alone,sadness,rest knowledge even isolated never alone
10038,i said though i am feeling gloomy,sadness,said though gloomy
10039,i never want to diminish the pain ocd has placed on peoples shoulders and so i speak only for myself when i say there is and has been worse to go through than the burden i feel i think to watch my children starve suffer or be tortured would be much worse,fear,never want diminish pain ocd placed peoples shoulders speak say worse go burden think watch children starve suffer tortured would much worse
10040,i had this gut feeling that i was going to be ok,joy,gut going ok
10041,i still do a little floor workout because otherwise i feel antsy or cranky,anger,still little floor workout otherwise antsy cranky
10042,i may have to learn how to say their african names so that when im feeling boring and uninteresting i can slide them into conversation to impress others,sadness,may learn say african names boring uninteresting slide conversation impress others
10043,i say that to myself when i am unsure or feeling insecure about what others think of me,fear,say unsure insecure others think
10044,i strongly dislike feeling stupid which is a feeling that comes up for me at least once per day and often more frequently than that,sadness,strongly dislike stupid comes least per day often frequently
10045,i feel more self assured and confident in my abilities,joy,self assured confident abilities
10046,i actually feel lame because its such a much lighter workout than the px but im able to push harder and i dont dread it so much,sadness,actually lame much lighter workout px able push harder dread much
10047,i just feel left out hated extra,anger,left hated extra
10048,i don t feel insulted because it doesn t sound insulting at all,anger,insulted sound insulting
10049,i feel pissed my friend didnt offer me a soda,anger,pissed friend offer soda
10050,im feeling really festive this year usually i dont get in the mood until mid december,joy,really festive year usually get mood mid december
10051,i am no i feel melancholy despondent often angry,sadness,melancholy despondent often angry
10052,i have been made to feel totally unwelcome by my managers at work i ve gone from being one of the most trained in my team to human being of the least,sadness,made totally unwelcome managers work gone one trained team human least
10053,i feel very honoured and look forward to my time with this apron,joy,honoured look forward apron
10054,i cant even tell you how refreshed i feel exhausted,sadness,even tell refreshed exhausted
10055,i feel like im but at least im not feeling pressured to write when i dont want to,fear,like least pressured write want
10056,i was still feeling generally needy and wanting to spend more time with her and dealing with the insecurities and well the focus on what my friend was doing,sadness,still generally needy wanting spend dealing insecurities well focus friend
10057,i have become too comfortable while at the same time feeling discontent because i have not been pursuing the thing the lord has set on my heart to pursue,sadness,become comfortable discontent pursuing thing lord set heart pursue
10058,when i was ditched by my girlfriend,sadness,ditched girlfriend
10059,im feeling somewhat sleep deprived and dreading my alarm going off tomorrow morning,sadness,somewhat sleep deprived dreading alarm going tomorrow morning
10060,i feel doomed to failure,sadness,doomed failure
10061,i feel the most overwhelmed,surprise,overwhelmed
10062,i can feel my artistic side melting away into nothing,joy,artistic side melting away nothing
10063,i feel our relationship is more divine and informal,joy,relationship divine informal
10064,i feel like a perverse pokemon master collecting card keys from girls i almost managed to score on ha,sadness,like perverse pokemon master collecting card keys girls almost managed score ha
10065,im normally a strict pray gods best girl but i can barely handle the torment i feel wrestling in sweet boys heart,love,normally strict pray gods best girl barely handle torment wrestling sweet boys heart
10066,i feel that im so excited to tell you everything about korea now,joy,excited tell everything korea
10067,i have a feeling she wasnt innocent in this,joy,wasnt innocent
10068,i am not not studying coz i am feeling complacent,joy,studying coz complacent
10069,i feel disgusted c kj rel bookmark class permalink nov middot,anger,disgusted c kj bookmark permalink nov middot
10070,i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die,anger,thought hope vanquished england failures watching envious determined everything improve maybe one day something similar die
10071,i still feel good about the fact that im smaller than her now but thats not the drive that got me here,joy,still good fact smaller thats drive got
10072,i just got a whole pile of presents so im feeling generous,joy,got whole pile presents generous
10073,i stand here i feel empty a class post count link href http mooshilu,sadness,stand empty post count mooshilu
10074,i feel so happy today me so,joy,happy today
10075,i feel so horny in these thigh high nylons,love,horny thigh nylons
10076,i have weeded out the garden so to speak and it feels fabulous,joy,weeded garden speak feels fabulous
10077,i feel like i betrayed my ex like i still need to be loyal to him i want to wait until im completely over my ex,love,like betrayed ex like still need loyal want wait completely ex
10078,i feel deprived of an opportunity to see victoria take the rubies out for the first time,sadness,deprived opportunity see victoria take rubies first
10079,when i had a serious argument with a dear person,anger,serious argument dear person
10080,i feel so helpless but so well protected,fear,helpless well protected
10081,i think people are merely lacking of professionalism and ethics when executing their duties which gives rise to condescending attitudes feeling superior when all they do best is boiling water and being completely imperturbable when making mistakes which may be utterly cataclysmic to others,joy,think people merely lacking professionalism ethics executing duties gives rise condescending attitudes superior best boiling water completely imperturbable making mistakes may utterly cataclysmic others
10082,i feel so unhappy about this,sadness,unhappy
10083,i was feeling really rotten,sadness,really rotten
10084,i got the feeling that steve was impressed that bi was used in manufacturing and not only in finance as in the us,surprise,got steve impressed bi used manufacturing finance us
10085,i can help but feel sympathetic,love,help sympathetic
10086,ill be glad when shes all better cuz keeping ollie from fighting with her while shes feeling playful is quite a job,joy,glad shes better cuz keeping ollie fighting shes playful quite job
10087,i continually fight the feeling of jealousy for those who seem successful enough that they have legions of supporters and established indy writing careers but how much of that is a digital illusion and only in my own head i dont know,joy,continually fight jealousy seem successful enough legions supporters established indy writing careers much digital illusion know
10088,i cannot see and help me to feel more confident that my god is exactly who he says he is and that i can trust him,joy,cannot see help confident god exactly says trust
10089,i am such a private person and although i won t be going into anything too personal i m feeling anxious just writing this,fear,private person although going anything personal anxious writing
10090,i feel ugly today,sadness,ugly today
10091,i very close with the founder its amazing to feel that a purchase is supporting artisans trying to find their way out of poverty,joy,close founder amazing purchase supporting artisans trying find way poverty
10092,i hope to make blood clots feel unwelcome in my body in any way possible as one of my new years resolutions,sadness,hope make blood clots unwelcome way possible one new years resolutions
10093,im feeling thankful for the man snoring in bed beside me the girl laying cross wise on my pillow the baby who woke me at a,joy,thankful man snoring bed beside girl laying cross wise pillow baby woke
10094,im feeling less impressed with the speech this morning than i was last night,surprise,less impressed speech morning last night
10095,i make sure that they feel comfortable and assured that someone is willing to listen to them and support them in things we deem significant to them,joy,make sure comfortable assured someone willing listen support things deem significant
10096,im wrong but i have a feeling the studio was reluctant to give clint money to fund a movie from the perspective of the japanese,fear,wrong studio reluctant give clint money fund movie perspective japanese
10097,i feel confident about my drawings ill post em up,joy,confident drawings post
10098,i do not feel i am particularly talented at it,joy,particularly talented
10099,i love they way they feel in my hand im sort of shocked i dont have some psycho fetish,surprise,love way hand sort shocked psycho fetish
10100,i homophobic men repressed homosexual feelings paranoia projection a tragic story how dangerous sexual repression is,sadness,homophobic men repressed homosexual feelings paranoia projection tragic story dangerous sexual repression
10101,i feel let alone give a shit,sadness,let alone give shit
10102,i was in control and now i feel that i have lost it,sadness,control lost
10103,i could feel the envious eyes and hatred stares of the women wising they was in my place at the moment,anger,could envious eyes hatred stares women wising place moment
10104,i feel a little disheartened with like im making an effort and getting nothing in return,sadness,little disheartened like making effort getting nothing return
10105,i m not feeling creative this week since i really love the stories and photos from this week,joy,creative week since really love stories photos week
10106,i could be in a pile of mud you can take this figuratively or literally at this point with the gross feeling of just being dirty,sadness,could pile mud take figuratively literally point gross dirty
10107,i feel especially passionate about the friendships and support network that we enjoy as a part of womens ministry at befc today,love,especially passionate friendships support network enjoy part womens ministry befc today
10108,i write this very moment i feel the cold chill of,anger,write moment cold chill
10109,i didnt feel like any of my problems were resolved,joy,like problems resolved
10110,i really wanna see her soon but i feel really needy for asking her if i can see her,sadness,really wanna see soon really needy asking see
10111,i feel that giraffes are elegant majestic and appealing,joy,giraffes elegant majestic appealing
10112,i know what that feels like and i hate it so i try to be considerate and listen to them,joy,know feels like hate try considerate listen
10113,i feel so blessed that god has given me the wisdom to train them in how to help and be a part of our household,love,blessed god given wisdom train help part household
10114,i would probably feel much less exhausted if i had a husband who was able to come home after work and contribute to the parenting and household tasks,sadness,would probably much less exhausted husband able come home work contribute parenting household tasks
10115,i get the feeling that after today and yesterday ive gained back every pound ive lost,sadness,get today yesterday gained back every pound lost
10116,i feel so welcomed in chicago,joy,welcomed chicago
10117,i feel pretty tortured because i work a job and often the inspiration strikes while im at work,fear,pretty tortured work job often inspiration strikes work
10118,i like reading it and feeling sympathetic for people and my mind creates all the descriptive background and scenes the author describes about it,love,like reading sympathetic people mind creates descriptive background scenes author describes
10119,i didnt feel very accepted by most of my family members so my relationship with my church family made up for that,joy,accepted family members relationship church family made
10120,im feeling punished for having loved the previous books,sadness,punished loved previous books
10121,i can sink into the stillness to feel the gentle hum of that light there is pleasure in contrast,love,sink stillness gentle hum light pleasure contrast
10122,i struggled to feel any empathy for any of the characters the main characters anyway while the supporting cast were much more interesting in some ways,joy,struggled empathy characters characters anyway supporting cast much interesting ways
10123,i learned from him that being rich and feeling rich are two different things,joy,learned rich rich two different things
10124,i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,fear,always little shy situations nervous shyness making seem aloof
10125,i flip on reality tv and i feel fantastic trying to keep a balance between self awareness and simply over analyzing,joy,flip reality tv fantastic trying keep balance self awareness simply analyzing
10126,i spent hours in my aunt and uncles bed room with my cousin my back against the wall under the window feeling completely ecstatic and my cousin was next to me just smirking because she knew he had to be different from my other friends,joy,spent hours aunt uncles bed room cousin back wall window completely ecstatic cousin next smirking knew different friends
10127,i look upon one of the main reasons wherefore guys feel that they have to one or the other be rich or have some crazy ableness or be a jerk to breed women is because that is which we see whenever we look forward television or on any other indulgent of media,joy,look upon one reasons wherefore guys one rich crazy ableness jerk breed women see whenever look forward television indulgent
10128,i have loved not feeling rushed here,anger,loved rushed
10129,i have become more and more concerned not only for my own future daughters but for all the girls who are out there currently trying to feel accepted by the worlds standards,love,become concerned future daughters girls currently trying accepted worlds standards
10130,i am depressed and feeling worthless getting on my gmc denali bike and conquering miles makes me feel less powerless,sadness,depressed worthless getting gmc denali bike conquering miles makes less powerless
10131,i feel a kind of sadness for the television shows and popular culture push for birth mothers who havent finished school and have no real means of support to keep their babies,joy,sadness television shows popular culture push birth mothers havent finished school real means support keep babies
10132,i feel a need to suddenly try and change myself to be accepted by,joy,need suddenly try change accepted
10133,i feel to glad that this blog must be helpful knowledgeable and explorable,joy,glad blog must helpful knowledgeable explorable
10134,i came home feeling depressed,sadness,came home depressed
10135,i think that for as much as i could feel myself trying to hide it my face must have betrayed the fact that i was none too pleased about being woken at such ungodly hour in the afternoon,joy,think much could trying hide face must betrayed fact none pleased woken ungodly hour afternoon
10136,i feel like i m being mentally and emotionally assaulted with something and i just wanted to write that down somewhere,sadness,like mentally emotionally assaulted something wanted write somewhere
10137,i feel weird in the companies of those who approve and disapprove of dot com marriages,surprise,weird companies approve disapprove dot com marriages
10138,i put it aside feeling a little defeated,sadness,put little defeated
10139,im the solo follower at the moment but i have a feeling theres going to be some terrific stuff on there in no time,joy,solo follower moment theres going terrific stuff
10140,ive got a feeling that yesubais story sets up everything that happens in this world and im hopeful that all these horrible things she goes through brings around some kind of goodness,joy,got yesubais story sets everything happens world hopeful horrible things goes brings around goodness
10141,i have ten years behind me now of painting professionally and i finally feel really confident now,joy,ten years behind painting professionally finally really confident
10142,i almost could feel it attempting to smother me like a hot blanket pressed down over me,love,almost could attempting smother like hot blanket pressed
10143,im feeling kinda shaky my mind is full of doubt good luck love you,fear,kinda shaky mind full doubt good luck love
10144,i almost lost my feelings in this gloomy world,sadness,almost lost feelings gloomy world
10145,i feel like wanna post everything i narrated as if im a popular artist or whatever,joy,like wanna post everything narrated popular artist whatever
10146,i am surprised no one is feeling repressed misrepresented or offended by it,sadness,surprised one repressed misrepresented offended
10147,i guess i was feeling a little too smug because when we got off in acco i led her out of the train station and outside and we started walking down the sidewalk to the bus that would take us to nahariya,joy,guess little smug got acco led train station outside started walking sidewalk bus would take us nahariya
10148,i am feeling a bit groggy today,sadness,bit groggy today
10149,i am feeling delicate after hogmanay if that s what you are thinking,love,delicate hogmanay thinking
10150,i feel about my beloved country and what i think the true capability of our government is in other areas,joy,beloved country think true capability government areas
10151,i can understand her feelings and greatly value her passionate approach to life and while i benefit daily from her ability to empathize with my own feelings i seem to lack the capacity to return that gift to her,love,understand feelings greatly passionate approach life benefit daily ability empathize feelings seem lack capacity return gift
10152,i have noticed a strange feeling of discontent encompass my very being,sadness,noticed strange discontent encompass
10153,i also feel terrified but i ve found that since i ve started saying i m terrified out loud i feel less terrified,fear,also terrified found since started saying terrified loud less terrified
10154,i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,anger,bit stressed feels like supposed something reading
10155,i feel so amazed with myself as i could stride nonstop for more than minutes,surprise,amazed could stride nonstop minutes
10156,i have maintained from the outset that i feel the mccanns are innocent of anything to do with the disappearance of their own daughter,joy,maintained outset mccanns innocent anything disappearance daughter
10157,i can be surrounded by a sea of people and still feel all alone,sadness,surrounded sea people still alone
10158,i asked myself why do you feel frightened of being,fear,asked frightened
10159,i feel it when i get hurt on little things,sadness,get hurt little things
10160,i feel disappointed and want to tear up some paper and throw it across the room and write a giant letter of why things are unfair i just think of perspective,sadness,disappointed want tear paper throw across room write giant letter things unfair think perspective
10161,ive been feeling lately that i am much less likeable than i used to be,joy,lately much less likeable used
10162,i sci makes you feel like the earth and life as we know it is doomed,sadness,sci makes like earth life know doomed
10163,i hope you are all feeling glamorous today,joy,hope glamorous today
10164,i just mentioned i m feeling kind of stress free right now,joy,mentioned stress free right
10165,i cope with being made to feel inadequate,sadness,cope made inadequate
10166,i suggest that it is the beauty of the jewelry itself that will make you feel gorgeous,joy,suggest beauty jewelry make gorgeous
10167,im feeling really annoyed today,anger,really annoyed today
10168,i was still feeling terrible sore throat body aches stuffy nose congested etc,sadness,still terrible sore throat aches stuffy nose congested etc
10169,i dont know where and when i can feel the thrill and im scared that im going to miss it,fear,know thrill scared going miss
10170,i am hoping i am still feeling playful in a few days,joy,hoping still playful days
10171,i am happy to be feeling well enough to be back on the blogging scene,joy,happy well enough back blogging scene
10172,i feel he has been a terrific captain and hes played very well for us taylor said,joy,terrific captain hes played well us taylor said
10173,i kept waiting to feel the water and when i did i was surprised at the velocity i gained,surprise,kept waiting water surprised velocity gained
10174,i know if i do ill get guilted about making her feel unwelcome,sadness,know get guilted making unwelcome
10175,i can give some support to these young people i feel like i m doing something worthwhile,joy,give support young people like something worthwhile
10176,i realized that when i let my mind race and i start to feel restless i get the desire to smoke,fear,realized let mind race restless get desire smoke
10177,i do feel picoult is a talented writer the subject matter put me in a state of depression,joy,picoult talented writer subject matter put state depression
10178,i feel lonely a class post count link href http sporkgasm,sadness,lonely post count sporkgasm
10179,i am sure you will feel very unhappy about it too,sadness,sure unhappy
10180,i was feeling emotional i sat backstage during the two hour play and ate,sadness,emotional sat backstage two hour play ate
10181,i feel quite convinced that phenomenal states really are distinct from any material goings on inside this body,joy,quite convinced phenomenal states really distinct material goings inside
10182,i feel as a person and a politician i cannot allow dogs to run around on our streets that are more dangerous than others,anger,person politician cannot allow dogs run around streets dangerous others
10183,i would feel that a few words would be not only inadequate but a travesty,sadness,would words would inadequate travesty
10184,i feel brave about anything its sharing the road with drivers that shouldnt really be out there,joy,brave anything sharing road drivers really
10185,i sent my boyfriend bobby when i was feeling particularly melodramatically helpless i miss having a home in the states and i miss my sweatshirt and i miss taco bell,fear,sent boyfriend bobby particularly melodramatically helpless miss home states miss sweatshirt miss taco bell
10186,i am not feeling as joyful as some might urge me to,joy,joyful might urge
10187,i feel something i will say it rather than hold back in the fear that i might ruin some moment that seems happy to me often a fa ade that is only revealed much later,joy,something say rather hold back fear might ruin moment seems happy often fa ade revealed much later
10188,i feel thrilled about learning,joy,thrilled learning
10189,im away from south dakota i feel how vital it is for me to stay connected,joy,away south dakota vital stay connected
10190,im feeling lethargic these days hence the long hiatus,sadness,lethargic days hence long hiatus
10191,i feel like im a shitty friend,sadness,like shitty friend
10192,i feel listless and lethargic with a hint of anxiety as if there is something i need to be doing but i dont know what,sadness,listless lethargic hint anxiety something need know
10193,i feel like this class has also reaffirmed the importance of women supporting other women learning that it s okay to be yourself and of an inclusive feminist community,love,like also reaffirmed importance women supporting women learning okay inclusive feminist community
10194,i feel that it is not user friendly,joy,user friendly
10195,im still feeling a bit shaken,fear,still bit shaken
10196,im so going to end up feeling slutty and be like ah,love,going end slutty like ah
10197,im so happy about this as he was really looking feeling awful,sadness,happy really looking awful
10198,i feel annoyed at the fact that i m three weeks out of chemotherapy and i m getting annoying pinching niggles in my back,anger,annoyed fact three weeks chemotherapy getting annoying pinching niggles back
10199,i feel dirty rel bookmark i feel dirty i feel gross poaching vicarious threads from agtalk but i can t resist,sadness,dirty bookmark dirty gross poaching vicarious threads agtalk resist
10200,i feel thankful for everything in my life every day,joy,thankful everything life every day
10201,i am feeling like a generous and kind krem ill even show ye how tget the album,joy,like generous krem even show ye tget album
10202,i get the feeling he has naughty intentions,love,get naughty intentions
10203,i can then sit seeing a random picture of colored christmas lights and feel my heart hurt from missing him so much,sadness,sit seeing random colored christmas lights heart hurt missing much
10204,i do know what it feels like when no one seems to be supporting your vision and just admiring it from the outside when you not only invest your time but your personal money that should be feeding your family and still not seeing anything,love,know feels like one seems supporting vision admiring outside invest personal money feeding family still seeing anything
10205,i did not feel faster or stronger in that way but i did feel more energetic,joy,faster stronger way energetic
10206,i feel like i ve welcomed freedom into my life over the past several years,joy,like welcomed freedom life past several years
10207,i would like to say that i feel very blessed dan does not live on this continent although this does create some other unique international messes,joy,would like say blessed dan live continent although create unique international messes
10208,i am feeling particularly joyful today and though todays blog entry doesnt necessarily align with my particular emotional state it is a subject that has rightfully found a place of conversation in the public eye,joy,particularly joyful today though todays blog entry doesnt necessarily particular emotional state subject rightfully found place conversation public eye
10209,i feel sorry for albums like the nd law and living things which have four or five fantastic albums to compete against,sadness,sorry albums like nd law living things four five fantastic albums compete
10210,i am feeling discouraged,sadness,discouraged
10211,i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,fear,thing feelings afraid express stand believe
10212,i didnt feel gloomy,sadness,gloomy
10213,i think of these folks when i am feeling miserable for having to acknowledge i must actually do something to make the world a better place,sadness,think folks miserable acknowledge must actually something make world better place
10214,i try to pick a song title or lyric that semi fits the situation am i posting about but today i wasnt feeling all that clever,joy,try pick song lyric semi fits situation posting today wasnt clever
10215,i am so sorry you are feeling so sad,sadness,sorry sad
10216,i wear this it is one of those rare occasions while pregnant that i feel cute,joy,wear one rare occasions pregnant cute
10217,i miss him and for me the fact that i have that feeling of longing to be with him again is actually a blessing,love,miss fact longing actually blessing
10218,i really do miss the feeling of loving someone deeply and having that someone to love you back,love,really miss loving someone deeply someone love back
10219,i started to answer no i just was feeling kinda horny sis,love,started answer kinda horny sis
10220,i have of myself right now is that i feel pretty much like myself,joy,right pretty much like
10221,i could better understand and feel the desires of his most sweet heart,love,could better understand desires sweet heart
10222,i am again in the same place waiting and i cant help but feel i am waiting in joyful hope,joy,place waiting help waiting joyful hope
10223,i have countless other reasons in my life to feel joyful,joy,countless reasons life joyful
10224,i am feeling pleasant,joy,pleasant
10225,i feel rather imbicilic or at least complacent,joy,rather imbicilic least complacent
10226,i feel for these people they are some of the smartest most talented people i have ever met,joy,people smartest talented people ever met
10227,i got to feel that kind of joy was during college and even then i was still caring for others providing for others and just generally being elizabeth,love,got joy college even still caring others providing others generally elizabeth
10228,i always put up a strong front care for others looking into peoples welfare before my own but in the end i feel really shitty,sadness,always put front care others looking peoples welfare end really shitty
10229,i lose well it will be no great loss but if i win then i will feel rather smug at having picked out the end to this unbelievable run,joy,lose well great loss win rather smug picked end unbelievable run
10230,i do when i feel lethargic,sadness,lethargic
10231,i wonder if the people in this room know that the motion of their movements provide me with an embrace of energy that feels as safe and sound as someone s arms around me,joy,wonder people room know motion movements provide embrace energy feels safe sound someone arms around
10232,i get the feeling that the rest of yall are a little appalled about it,anger,get rest yall little appalled
10233,i love that refreshing energizing feeling when its been a week of gloomy weather and then a really great blue skies no clouds in sight kind of day,sadness,love refreshing energizing week gloomy weather really great blue skies clouds sight day
10234,i feel rich tonight,joy,rich tonight
10235,i feel cool calm and collected,joy,cool calm collected
10236,i feel kind of reluctant and depressed when you told me that it s over i respected your decision,fear,reluctant depressed told respected decision
10237,i spent much of the morning feeling like an impostor or a visitor in someone elses life and uncertain what if anything i should do next,fear,spent much morning like impostor visitor someone elses life uncertain anything next
10238,i feel when i leave at the end of the day is amazing,joy,leave end day amazing
10239,i feel honoured to own and wear this walking piece of intellectual curiosity,joy,honoured wear walking piece intellectual curiosity
10240,when i heard that my sister had shouted at my friends cousin at their place,anger,heard sister shouted friends cousin place
10241,i feel fake and forced where as the need to express myself as a woman seems true and natural but undeveloped,sadness,fake forced need express woman seems true natural undeveloped
10242,i keep in the fridge and take out whenever i feel too hot spray on my face and it cools me down immediately let alone it smells like oranges,love,keep fridge take whenever hot spray face cools immediately let alone smells like oranges
10243,i feel uncomfortable depending on my partner to meet my needs,fear,uncomfortable depending partner meet needs
10244,i think that on today of all days it is april fools day after all that i have been made to feel very foolish for sharing the results of my extensive research with other people,sadness,think today days april fools day made foolish sharing results extensive research people
10245,i quite like having short nails at the moment i feel less precious about them and less worried that ones going to ping off,joy,quite like short nails moment less precious less worried ones going ping
10246,i feel about perfect endings,joy,perfect endings
10247,i dont and i feel so god damn selfish for continuing to hurt myself all the time,anger,god damn selfish continuing hurt
10248,i devote this blog to her and pray with her for peace in the world especially when we feel frightened by religious violence,fear,devote blog pray peace world especially frightened religious violence
10249,i write on my blog here that i want or i am going to do something i feel more pressured for want of a better word to do it,fear,write blog want going something pressured want better word
10250,i sometimes feel i am being stubborn not out of spite but rather in spite of myself,anger,sometimes stubborn spite rather spite
10251,i also wanted to let you know that despite doing this blog post im still feeling a bit weird about blogging,fear,also wanted let know despite blog post still bit weird blogging
10252,i feel agitated right on through,fear,agitated right
10253,i also feel a little resentful of the fact that im spending what are supposed to be some of the best years of my life taking care of other people while what little social life i have atrophies because im left without the time or energy to maintain it,anger,also little resentful fact spending supposed best years life taking care people little social life atrophies left without energy maintain
10254,i woke up on this morning feeling peaceful,joy,woke morning peaceful
10255,i feel kinda apprehensive,fear,kinda apprehensive
10256,i find myself feeling shocked hearing that word spoken out loud in my own lounge room,surprise,find shocked hearing word spoken loud lounge room
10257,i started feeling doubtful so i just sat in my seat disappointed,fear,started doubtful sat seat disappointed
10258,i don t want him to feel unwelcome in this house,sadness,want unwelcome house
